show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,id,duration_int,duration_type
s2584,tv show,steven universe,nan,nan,"united states, south korea",2017-12-11,2014,tv-pg,4 season,"adventure, cartoons, comedy","steven universe is about the misadventures of a boy named steven, the ultimate ""little brother"" to a team of magical guardians of humanity – the crystal gems. steven may not be as powerful as the crystal gems. or as savvy. but that doesn't stop him from joining garnet, amethyst and pearl on their magical adventures and somehow finding a way to save the day!",47,hs2584,4,season
s2585,tv show,esl: defining moments,nan,nan,united states,2017-12-08,2017,tv-14,1 season,documentaries,"dive deep into the most impactful moments in esports history. defining moments will cover many top games and fan the flames of ongoing debates about these plays. each episode is centered on a specific theme of the week, whether trick-shots and insane reflexes, controversial strategies and their impact on gaming history, or beloved players and how they came onto the scene. hosted by jeff cannata (dlc, the totally rad show), the series will feature in-depth interviews with analysts, casters, and the players themselves, explaining what made these moments so monumental.",92,hs2585,1,season
s2586,movie,legion of brothers,nan,nan,united states,2017-12-08,2017,tv-14,79 min,documentaries,"immediately after the 9/11 attacks, less than 100 us troops were sent on a secret mission to overthrow the taliban. what happens next is equal parts war origin story & cautionary tale, illuminating the impact of 15 years of constant combat.",19,hs2586,79,min
s2587,tv show,malcolm in the middle,nan,nan,united states,2017-12-08,2000,tv-pg,7 season,"comedy, family, sitcom","the cleavers they ain't. mom is a screaming control freak, dad is a goofy human hairball, oldest son francis escaped the family at a young age, reese is just criminal, dewey is a space cadet and young jamie is the scapegoat. the middle kid, malcolm (who delivers the narrative for the capers of this whacked-out clan) is a brainiac who doesn't want to be burdened by his genius.",89,hs2587,7,season
s2588,tv show,revenge,nan,nan,united states,2017-12-07,2011,tv-14,4 season,"drama, horror, mystery","emily thorne (emily van camp) is new to the hamptons. she's met some of her wealthy neighbors, has made a few new friends and seemingly blends into the town. but something is a little odd about a young girl living in a wealthy town all on her own, and the truth is that emily isn't exactly new to the neighborhood. in fact, this was once her old neighborhood, until something bad happened that ruined her family and their reputation. now emily is back, and she's returned to right some of those wrongs in the best way she knows how – with a vengeance.",44,hs2588,4,season
s2589,movie,below the surface,nan,nan,denmark,2017-12-01,2017,1 season,nan,"drama, international, thriller",15 innocent people are held hostage underground in a subway train.,62,hs2589,nan,nan
s2590,tv show,east los high,nan,nan,united states,2017-12-01,2013,tv-14,5 season,"drama, latino, teen","east los high is a breakthrough hulu original that centers around romance, dance, and the struggle of a group of latino teens living in east los angeles.",13,hs2590,5,season
s2591,tv show,inside no. 9,nan,nan,united kingdom,2017-12-01,2014,tv-14,2 season,"comedy, drama, horror",a collection of darkly comic tales from the minds of the league of gentlemen writers.,69,hs2591,2,season
s2592,movie,midnight sun,nan,nan,"sweden, france",2017-12-01,2016,1 season,nan,"crime, drama, thriller","the brutal murder of a french citizen sees french homicide investigator kahina zadi (leïla bekhti) go to kiruna, sweden. together with rutger burlin (peter stormare) she begins an investigation that soon takes on staggering proportions.",50,hs2592,nan,nan
s2593,tv show,the mick,nan,nan,united states,2017-12-01,2017,tv-14,2 season,"comedy, sitcom",a two-bit hustler must assume guardianship of her sister's three high-maintenance children.,8,hs2593,2,season
s2594,tv show,the unit,nan,nan,nan,2017-12-01,2006,tv-14,4 season,"action, adventure, drama","the unit is an action drama that follows a covert team of special forces operatives as they risk their lives on undercover missions around the globe, while their wives maintain the homefront, protecting their husbands' secrets.",6,hs2594,4,season
s2595,tv show,prison break,nan,nan,"united kingdom, united states",2017-11-23,2005,tv-14,5 season,"action, adventure, drama","convinced that his wayward brother lincoln burrows (dominic purcell) was wrongly convicted of the sensational murder of the vice president's brother, which landed him on fox river state penitentiary's death row, a desperate michael scofield (wentworth miller) attempted a daring bank robbery in order to get himself incarcerated in fox river with lincoln. michael, an engineer with access to the prison's structural design, then masterminded an elaborate plan to free lincoln by pulling off the ultimate prison break.",58,hs2595,5,season
s2596,tv show,sonic boom,nan,nan,"united states, france",2017-11-19,2014,tv-y7,2 season,"adventure, cartoons, comedy","it’s a sonic you haven’t seen before – an ensemble comedy that pokes fun at action-adventure storytelling, but still manages to deliver plenty of adrenaline. think malfunctioning giant tech-monsters, bizarre inventions, evil interns, and ridiculous conversations at high speeds. our blue dude is the star of the show. but wherever he goes and whatever he’s up against, sonic is aided by his sidekick, tails, and his friends knuckles, amy, and sticks and, of course, attacked by his arch nemesis, dr. eggman. the series is set in a wide-open world, where most of the characters live in and around an unnamed village. just over the horizon is a vast landscape filled with beaches, jungles, mountains, undersea civilizations, cloud cities, frozen lakes, and more!",13,hs2596,2,season
s2597,movie,obey giant,nan,nan,united states,2017-11-11,2017,tv-ma,93 min,documentaries,"a documentary that profiles the life and work of artist shepard fairey, following his roots in punk rock and skateboarding to his creation of the iconic obama hope poster and the controversy that surrounds it.",41,hs2597,93,min
s2598,tv show,the exorcist,nan,nan,united states,2017-11-11,2016,tv-14,2 season,"drama, horror, mystery",a family gets entangled with the catholic church when it suspects a demonic presence in its home.,79,hs2598,2,season
s2599,tv show,esl bootcamp: immortals,nan,nan,united states,2017-11-10,2017,tv-14,1 season,"documentaries, reality","bootcamp: immortals is a documentary a top counter-strike global offensive team. after being at the dreamhack montreal championships, the immortals is forced to three of its players and must rebuild in time for the next major csgo tournament, iem oakland. it is up to coach zakk and remaining players steel and boltz to find the right new players and restore their team’s winning legacy.",21,hs2599,1,season
s2600,tv show,akame ga kill!,nan,nan,japan,2017-11-08,2014,tv-ma,1 season,"action, adventure, anime","tatsumi arrives in the imperial capital in hopes of earning money for his impoverished village. while stranded in the streets, he attracts the attention of a wealthy family that offers to take him in. unfortunately, his would-be benefactors are attacked by a group of killers known as night raid. beneath the thin veneer of the capital lies a teeming hive of corruption. with nowhere else to turn, tatsumi joins the night raid to help put a stop to the wicked ways of the capital once and for all.",11,hs2600,1,season
s2601,tv show,maid-sama,nan,nan,japan,2017-11-08,2010,tv-14,1 season,"anime, comedy, drama","misaki is class president of a formerly all-male school. a beacon of hope to the female students as well as teachers, she rules over the boys with an iron fist and a heart of ice. a popular male student stumbles on to her secret double life- working part-time as an upbeat and cheery waitress at a maid cafe! misaki is forced to make a deal: spend some time with him, or have her hard earned reputation destroyed by revealing her embarrassing secret.",58,hs2601,1,season
s2602,tv show,esl: replay,nan,nan,united states,2017-11-05,2017,tv-14,1 season,reality,"fast-paced, condensed, documentary-style recap of the most memorable moments from the biggest multi-day esports tournaments in the world. each from the esl family of events, replay includes exclusive audio from fans, players, and analysis.",71,hs2602,1,season
s2603,tv show,man seeking woman,nan,nan,united states,2017-11-04,2015,tv-ma,3 season,"comedy, romance, sitcom","wednesdays at 10:30pm on fxx. a sweet and surreal look at the life-and-death stakes of dating, man seeking woman follows naïve twenty-something “josh greenberg” (jay baruchel, how to train your dragon) on his unrelenting quest for love. josh soldiers through one-night stands, painful break-ups, a blind date with a troll, time travel, sex aliens, many deaths and a japanese penis monster named tanaka on his fantastical journey to find love. starring alongside baruchel are eric andre (the eric andre show) as “mike,” josh’s confident and daring best friend; britt lower (unforgettable) as “liz,” josh’s intimidating older sister; and maya erskine (betas) as “maggie,” the ex-girlfriend josh can never quite forget. man seeking woman is based on simon rich’s book of short stories, the last girlfriend on earth. rich created the 10-episode scripted comedy and also serves as executive producer/showrunner. jonathan krisel, andrew singer and lorne michaels, and broadway video also serve as executive producers. man seeking woman is produced by fx productions.",42,hs2603,3,season
s2604,tv show,rosewood,nan,nan,united states,2017-11-03,2015,tv-14,2 season,"black stories, crime, drama","set against the vibrant backdrop of one of the world’s hottest cities – miami – rosewood is the story of dr. beaumont rosewood, jr., (morris chestnut, “nurse jackie,” “the best man”), the city’s top private pathologist. brilliant, cool with tons of charisma, rosewood teams up with the tough-as-nails det. annalise villa (jaina lee ortiz, “the after”), to uncover clues no one else sees and help the miami pd solve the city’s most challenging cases. while she’s impressed by rosewood’s incredible abilities, his constant optimism is more annoying than it is infectious. but somehow, week-to-week, this unlikely tag team will solve many crimes together.",63,hs2604,2,season
s2605,tv show,son of zorn,nan,nan,united states,2017-11-03,2016,tv-14,1 season,"comedy, sitcom","after being away for a decade, an animated warrior struggles with the banality of suburban life.",33,hs2605,1,season
s2606,tv show,doozers en español,nan,nan,nan,2017-10-27,2013,tv-y,1 season,"kids, latino","viviendo en los bordes de nuestro mundo, y justo bajo nuestras narices hay doozers. ¿exactamente qué son los doozers? son verdes, son tiernos, miden 3 pulgadas de estatura, están llenos de energía, ideas y entusiasmo - ¡son increíbles! a los doozers les encanta crear, construir e innovar. los doozers son activos - ¡ponen sus ideas en acción!",96,hs2606,1,season
s2607,movie,scandalize my name,nan,nan,nan,2017-10-27,1999,tv-pg,54 min,documentaries,"this potent documentary, narrated by morgan freeman, examines several prominent african-american performers in the american film and television industries during the 1950s communist witch-hunting mccarthy era.",39,hs2607,54,min
s2608,tv show,infinite stratos,nan,nan,japan,2017-10-26,2011,tv-14,2 season,"action, adventure, anime","despite being the only male capable of piloting an infinite stratos, ichika has finally settled in to life at infinite stratos academy. unfortunately, living in a school full of competitive girls with giant robots has more hazards than perks as the fight for ichika's affections continues. and it's not long before a new enemy appears- one with a very unexpected tie to ichika and a plot to steal the byakushi for its own evil purposes!",69,hs2608,2,season
s2609,tv show,the house,nan,nan,nan,2017-10-20,2017,tv-14,1 season,horror,"constructed from the wood of the tree of knowledge, the house moves through time and space, manifesting evil. step inside its walls in this halloween anthology series celebrating the horror storytelling tradition, from matinee chills to otherworldly terror.",30,hs2609,1,season
s2610,movie,too funny to fail: the life & death of the dana carvey show,nan,nan,united states,2017-10-20,2017,tv-ma,95 min,"comedy, documentaries","why did ""the dana carvey show,"" with a writer’s room and cast including then unknowns steve carell, stephen colbert, robert smigel, and more, flop so spectacularly? ""too funny to fail"" tells the true story of genius misfits who set out to make comedy history.",84,hs2610,95,min
s2611,tv show,freakish,nan,nan,united states,2017-10-18,2016,tv-14,2 season,"drama, horror, science fiction",a group of students trapped in a high school must fight for survival when predatory mutant freaks take over after a meltdown at the local chemical plant.,81,hs2611,2,season
s2612,tv show,haunted screens,nan,nan,nan,2017-10-18,2017,tv-pg,1 season,horror,enjoy the spooky sights and sounds of halloween from the comfort and safety of your home.,45,hs2612,1,season
s2613,tv show,futurama,nan,nan,united states,2017-10-16,1999,tv-14,10 season,"adult animation, comedy, science fiction","while delivering pizza on new year's eve 1999, philip j. fry, is accidentally cryonically frozen and thawed out one thousand years into the future. from the creator of ""the simpsons,"" ""futurama"" is a sci-fi animated comedy.",92,hs2613,10,season
s2614,tv show,terrific trucks,nan,nan,united states,2017-10-15,2016,tv-y,1 season,"action, adventure, family","terrific trucks is a live-action series that celebrates the world of real big construction trucks! we add just a touch of animation for their eyes to give them personality and depth, but the rest is live-action: terrific trucks doing what they do best! our trucks come in all shapes and sizes: there’s tork the dump truck; sparky the front-end loader; dug the digger; stotz the semi, and their friend, blinker the scooper, who aspires to be a big truck one day.",89,hs2614,1,season
s2615,tv show,"i love you, america with sarah silverman",nan,nan,united states,2017-10-12,2017,tv-ma,1 season,comedy,"from inciting treason to telling poop jokes, sarah silverman has created her fair share of online chatter. with i love you, america, she's looking to connect with people who may not agree with her personal opinions through honesty, humor, genuine interest in others, and not taking herself too seriously. while it's great to connect with like-minded people, silverman feels it's crucial, now more than ever, to connect with un-like-minded people.",7,hs2615,1,season
s2616,tv show,chance,nan,nan,united states,2017-10-11,2016,tv-ma,2 season,"drama, thriller","based on kem nunn’s novel, chance is described as a provocative psychological thriller that focuses on eldon chance (laurie), a san francisco-based forensic neuropsychiatrist who reluctantly gets sucked into a violent and dangerous world of mistaken identity, police corruption and mental illness. after an ill-advised decision regarding an alluring patient who may or may not be struggling with a multiple personality disorder, chance finds himself in the crosshairs of her abusive spouse, who also happens to be a ruthless police detective. in over his head, chance’s descent into the city’s shadowy underbelly, all while navigating the waters of a contentious divorce and the tribulations of his teenage daughter, soon spirals into an ever deepening exploration of one of mankind’s final frontiers – the shadowy, undiscovered country of the human mind.",71,hs2616,2,season
s2617,tv show,black clover,nan,nan,japan,2017-10-10,2017,tv-14,1 season,"action, adventure, anime","in a world where magic is everything, asta and yuno are both found abandoned at a church on the same day. while yuno is gifted with exceptional magical powers, asta is the only one in this world without any. at the age of fifteen, both receive grimoires, magic books that amplify their holder’s magic. asta’s is a rare grimoire of anti-magic that negates and repels his opponent’s spells. being opposite but good rivals, yuno and asta are ready for the hardest of challenges to achieve their common dream: to be the wizard king. giving up is never an option!",25,hs2617,1,season
s2618,tv show,"rica, famosa, latina",nan,nan,united states,2017-10-05,2014,tv-14,5 season,"latino, reality","""rica famosa latina"", una serie explosiva con cinco poderosas latinas quienes nos dan una oportunidad de ver sus vidas lujosas pero complicadas.",40,hs2618,5,season
s2619,tv show,the last man on earth,nan,nan,united states,2017-10-02,2015,tv-14,4 season,"comedy, sitcom","the year is 2020, and after a deadly virus has swept the planet, only one man is left on earth: phil miller (will forte). he used to be just an average guy who loved his family and hated his job. now, in his rv, phil searches the country for other survivors. he has traveled to every city, every town and every outpost in the united states, mexico and canada, and has found no one. as he returns to his hometown of tucson, phil comes to the painful realization that he is almost certainly the last living being on the face of the earth. all he wants is for someone – anyone – to find him in tucson – preferably a woman.",41,hs2619,4,season
s2620,tv show,30 rock,nan,nan,united states,2017-10-01,2006,tv-14,7 season,"comedy, sitcom","the life of the head writer at a late-night television variety show. from the creator and stars of snl comes this workplace comedy. a brash network executive bullies head writer liz lemon into hiring an unstable movie star. a self-obsessed celeb, an arrogant boss, and a sensitive writing staff challenge lemon to run a successful program – without losing her mind.",46,hs2620,7,season
s2621,tv show,fugget about it,nan,nan,canada,2017-10-01,2012,tv-ma,3 season,"adult animation, comedy, international","when jimmy falcone, a former new york mob boss, is asked to whack his good old uncle cheech (who routinely spills mob secrets), he goes to his boss don gambini to plead his case and try to save his uncle’s life. when nothing comes of it, he politely throws gambini out the window. now with all of new york out to get him, jimmy has no choice but to turn to the feds and he and his family enter the witness protection program in small-town canada. the falcones are now the “macdougals” and it’s not easy going from glorified gangsters to neighborhood nobodies. it’s a fish out of water story, except these fish are sharks.",53,hs2621,3,season
s2622,tv show,doc martin,nan,nan,united kingdom,2017-09-29,2004,tv-ma,5 season,"comedy, drama, international","the series follows doc martin as he turns his back on life as a celebrated london surgeon and moves to a sleepy cornish village to become the local doctor. despite his surgical brilliance, doc martin lacks any interpersonal skills and his bedside manner soon starts to upset his new patients.",81,hs2622,5,season
s2623,tv show,family matters,nan,nan,united states,2017-09-29,1989,tv-g,9 season,"black stories, comedy, family","what matters most? family, of course! over its nine hit seasons, family matters brings us a hilarious slice of middle-class americana – along with one of tv's wackiest characters, nerdy genius steve urkel. the extended winslow family redefines the word ""togetherness"" as their home splits at the seams with chaos, confusion and laughter.",18,hs2623,9,season
s2624,tv show,peep show,nan,nan,united kingdom,2017-09-29,2003,tv-ma,9 season,"comedy, international, sitcom","peep show is a brand-new narrative comedy series seen through the eyes of the core characters. and in another inventive twist, each character’s inner thoughts can be heard – whether they be dark, stupid or embarrassingly overblown. at the center of peep show are mark and jeremy, who have an unhealthy reliance on one another – a dependence that can turn to frustration. mark – in his cack-handed way – is in pursuit of the love of his life, co-worker sophie (olivia colman), while jeremy lives in awe of his idiotic and manipulative mate superhans and their beautiful but brittle neighbor toni.",87,hs2624,9,season
s2625,tv show,leah remini: scientology and the aftermath,nan,nan,united states,2017-09-28,2016,tv-14,1 season,"documentaries, reality","""leah remini: scientology and the aftermath"" features stories from former members of the church of scientology whose lives have been affected by the church's harmful practices. along with a team of former high-ranking scientology insiders who understand the inner workings and policies of the organization, leah gives the victims a chance to be heard.",28,hs2625,1,season
s2626,tv show,bones,nan,nan,united states,2017-09-26,2005,tv-14,12 season,"crime, drama, mystery","inspired by the real-life forensic anthropologist and best-selling novelist kathy reichs, bones is a darkly amusing investigative drama centered on dr. temperance brennan, a forensic anthropologist who writes novels on the side.",91,hs2626,12,season
s2627,tv show,the carmichael show,nan,nan,united states,2017-09-23,2015,tv-pg,3 season,"black stories, comedy, family","from the comedy of jerrod carmichael and nick stoller comes an irreverent sitcom inspired by jerrod's relationships with his say-anything, contrarian father, his therapist-in-training girlfriend, his ever-hustling brother and his mother who is always, always, always right with jesus.",80,hs2627,3,season
s2628,tv show,will & grace (1998),nan,nan,united states,2017-09-21,1998,tv-pg,8 season,"comedy, lgbtq+, sitcom","will and grace are best friends and roommates. with pals karen and jack, it's all fair game for this outspoken foursome, from sex and dating to cutting cultural commentary.",13,hs2628,8,season
s2629,tv show,nasa x,nan,nan,united states,2017-09-14,2012,tv-g,5 season,science & technology,"nasa x is a new nasa television program that follows innovative new technologies and the nasa scientists, researchers and engineers who are putting them to work for us.",50,hs2629,5,season
s2630,tv show,the mindy project,nan,nan,united states,2017-09-12,2012,tv-14,6 season,"comedy, sitcom","a single-camera comedy, starring mindy kaling, that follows a skilled ob/gyn navigating the tricky waters of both her personal and professional life, as she pursues her dreams of becoming the perfect woman, finding the perfect man and getting her perfect romantic comedy ending.",14,hs2630,6,season
s2631,tv show,top of the lake,nan,nan,"united kingdom, australia, new zealand, united states",2017-09-11,2013,tv-ma,2 season,"crime, drama, horror",this powerful and haunting story from oscar winning writer/director jane campion follows the story of a detective (elisabeth moss) who investigates the disappearance of a 12-year-old pregnant daughter of a local drug lord.,40,hs2631,2,season
s2632,movie,(dub) afro samurai resurrection,nan,nan,nan,2017-09-05,2009,tv-ma,101 min,"action, adult animation, adventure","afro samurai found peace after avenging his father. but the master is forced back into the game by sexy sio, a deadly woman from his past who won't quit until afro pays for his sins. starring samuel l. jackson and lucy liu.",94,hs2632,101,min
s2633,movie,(dub) dragon age: dawn of the seeker,nan,nan,nan,2017-09-05,2012,nan,91 min,anime,"a brash young seeker - cassandra - is accused of treason as she fights a conspiracy that threatens the realm's most powerful religious order. with her life on the line, she must clear her name and expose those working to destroy the divine.",36,hs2633,91,min
s2634,movie,(dub) mass effect: paragon lost,nan,nan,nan,2017-09-05,2013,tv-ma,94 min,"action, adventure, anime","mass effect: paragon lost, the prequel to best-selling mass effect 3, follows the early career of alliance marine, james vega, as he leads an elite special forces squad into battle against mysterious aliens known as the collectors.",5,hs2634,94,min
s2635,movie,(sub) fafner: heaven and earth,nan,nan,japan,2017-09-05,2010,tv-14,93 min,"action, adventure, anime","a hiveminded alien force reengages war with tatsumiya island years after kazuki led a team of mech pilots to destroy them. in an explosive battle over the fate of humankind, the young warriors risk everything to save their only home from assimilation.",74,hs2635,93,min
s2636,movie,(sub) fairy tail the movie: phoenix priestess,nan,nan,japan,2017-09-05,2012,tv-14,86 min,"anime, drama","natsu and his mighty team of mages face evil rising from the embers in this action-packed feature-length exclusive! when a prince seeking immortality unleashes an ancient force, a raging war becomes the fiercest inferno the wizards have ever faced!",62,hs2636,86,min
s2637,movie,(sub) trigun: badlands rumble,nan,nan,japan,2017-09-05,2010,tv-14,91 min,"action, adventure, anime","twenty years ago, vash the stampede allowed an infamous outlaw named gasback to escape final justice. now, on the streets of macca city, vash is about to learn a hard truth about consequences - and he might end up paying for the lesson with his life.",44,hs2637,91,min
s2638,tv show,aesthetica of a rogue hero,nan,nan,japan,2017-09-05,2012,tv-ma,1 season,"action, anime, comedy","in the fantasy world of arezard, the rogue hero akatsuki - at the request of the defeated demon king - agrees to protect his fallen enemy's daughter, miu, and return with her to world from which he came.",25,hs2638,1,season
s2639,tv show,afro samurai,nan,nan,"united states, japan",2017-09-05,2009,tv-ma,1 season,"action, adventure, anime","he's a legend with an ice cold soul and a jones for revenge: afro samurai. as a kid, he saw his father slaughtered. now a man, afro journeys to the mountain to face destiny. the perpetrators are gonna get what they deserve. starring samuel l. jackson.",67,hs2639,1,season
s2640,tv show,aquarion,nan,nan,japan,2017-09-05,2005,tv-pg,1 season,"anime, comedy, drama","when the shadow angels invade after 12,000 years of slumber, humanity is held captive by fear and sheer alien dominance. eleven years after the great catastrophe decimated the world, most of those left alive are scavengers, dirty and starving in the streets. there is hope, however - mechanical angel aquarion! powered by three souls intertwined, a rare breed of pilot takes the controls. known as elements, one among them must rise if mankind is to survive. prophecy is being fulfilled as the end of the world approaches… through a swirling cloud of love, betrayal, loss and destiny, the last hope for the new century arrives and takes flight!",6,hs2640,1,season
s2641,tv show,aquarion evol,nan,nan,japan,2017-09-05,2012,tv-14,1 season,"action, adventure, anime","after accidentally forming the legendary mecha ""aquarion,"" amata finds himself at a pilot-training academy where the girls are flirty and the boys seem more interested in exploring holes and big bangs than harnessing their elemental superpowers.",31,hs2641,1,season
s2642,tv show,aria: the scarlet ammo,nan,nan,japan,2017-09-05,2011,tv-14,2 season,"action, adventure, anime","kinji is a junior at a high school for mercenaries. he just wants to be normal, but his secret condition - he turns into an ace killer when he's turned on by the female form - triggers a fiery transfer student's unrelenting desire to make him her partner.",14,hs2642,2,season
s2643,tv show,baka and test: summon the beasts,nan,nan,japan,2017-09-05,2010,tv-14,2 season,"anime, international, science fiction","at fumizuki academy, students use summoned beings to do battle against their classmates. while class a is the best, the kids in lowly class f are the worst on campus - and they're about to find themselves facing the school's top talent!",71,hs2643,2,season
s2644,tv show,basilisk,nan,nan,nan,2017-09-05,2005,tv-ma,1 season,"action, adventure, anime",twenty ninjas must fight to the death for possession of a scroll.,62,hs2644,1,season
s2645,tv show,black lagoon,nan,nan,japan,2017-09-05,2006,tv-ma,2 season,"action, adventure, anime","meek businessman rokuro enters a risky world of gun running, drug smuggling, and kidnapping when his life is hijacked by the merciless crew of the black lagoon - modern pirates revy, dutch, and benny.",38,hs2645,2,season
s2646,tv show,brothers conflict,nan,nan,japan,2017-09-05,2013,tv-14,1 season,"anime, comedy, international","hinata ema is the only daughter of a famous adventurer. when her father decides to remarry, she leaves the newlyweds alone and moves in with her 13 new stepbrothers, who each have a unique personality. is love in the air for hinata, too?",34,hs2646,1,season
s2647,tv show,code: breaker,nan,nan,japan,2017-09-05,2012,tv-14,1 season,"action, adventure, anime","when sakura meets rei at school, she learns he's no simple transfer student - he's also a code: breaker, a government assassin with strange powers. from the director of fullmetal alchemist: brotherhood, a supernatural new series filled with action and comedy.",55,hs2647,1,season
s2648,tv show,corpse princess,nan,nan,japan,2017-09-05,2008,tv-ma,2 season,"action, adventure, anime","makina hoshimura is one of the living dead. if she is to ever find peace, she must hunt down and destroy her own kind.",61,hs2648,2,season
s2649,tv show,d-frag!,nan,nan,japan,2017-09-05,2014,tv-14,1 season,"anime, comedy, international","kenji likes to think he's the bad boy of his school. that is, until he meets the four insane girls of a gaming club whose personalities are all super weird (and a tad violent). when kenji's forced to join their group, his life takes a turn for the crazy.",29,hs2649,1,season
s2650,tv show,dragonar academy,nan,nan,japan,2017-09-05,2014,tv-ma,1 season,"action, adventure, anime","ash is a joke to his fellow students at dragonar academy until the day his dragon awakens, and his world changes forever. there's just one problem: his dragon is actually a beautiful girl, and she's determined to be the master – and make ash the slave!",2,hs2650,1,season
s2651,tv show,dragonaut: the resonance,nan,nan,japan,2017-09-05,2007,tv-14,1 season,"anime, international, science fiction","with an asteroid hurtling toward earth, sexy human dragonauts and their curvaceous dragon companions unite to create a formidable fighting force. in the middle of this race against time are jin, a heartbroken flyboy, and toa - a voluptuous mystery woman.",82,hs2651,1,season
s2652,tv show,eden of the east,nan,nan,japan,2017-09-05,2009,tv-ma,1 season,"action, adventure, anime",akira takizawa wakes up outside the white house with a phone that gives him access to ten billion yen and a woman who will grant any request. he doesn't remember he's supposed to save japan. and he doesn't remember that he'll be killed if he fails.,9,hs2652,1,season
s2653,tv show,flcl,nan,nan,japan,2017-09-05,2003,tv-14,1 season,"anime, international","naota's a bit quirky, but he can still pass for normal. haruko's totally quirky and she'll never pass for normal. when she runs over naota with her motorscooter and brains him with a bass guitar, his world doesn't get turned upside down - it gets incredibly weird. there's nothing else in the world like flcl. this one's going to change your life.",32,hs2653,1,season
s2654,tv show,full metal panic!,nan,nan,japan,2017-09-05,2002,tv-pg,1 season,"action, adventure, anime","sousuke sagara, a seventeen year old military specialist working for the secret organization mithril, has been assigned to protect the latest ""whispered"" candidate kaname chidori. to complete this task sousuke will have to deal with enemies from his past as well as the occasional panty thief. unfortunately for sousuke, the toughest part of his mission isn't only protecting miss chidori but also getting used to living an average high school students life, no easy task for someone raised on the battlefield.",31,hs2654,1,season
s2655,tv show,full metal panic! the second raid,nan,nan,japan,2017-09-05,2005,tv-ma,1 season,"action, adventure, anime","it’s tough to keep your grades up without having to take off at a moment’s notice to save the world. but for sousuke sagara, undercover high school student and member of the mercenary group mithril, life in tokyo seemed the same as always. but underneath the promising exterior spin the wheels of a conspiracy that threaten to destroy the peace.",76,hs2655,1,season
s2656,tv show,full metal panic? fumoffu,nan,nan,japan,2017-09-05,2003,tv-pg,1 season,"action, adventure, anime","it's back-to-school mayhem with kaname chidori and her war-freak classmate sousuke sagara as they encounter more misadventures in and out of jindai high school. but when kaname gets into some serious trouble, sousuke takes the guise of bonta-kun - the gun-wielding, butt-kicking mascot. and while he struggles to continue living as a normal teenager, sousuke also has to deal with protecting his superior officer teletha testarossa, who has decided to take a vacation from mithril and spend a couple of weeks as his and kaname's classmate.",63,hs2656,1,season
s2657,tv show,garo the animation,nan,nan,japan,2017-09-05,2014,tv-ma,1 season,"action, adventure, anime","the makai knights protect humanity from demonic entities known as horrors. but the king's advisor seeks to eliminate the knights and banish the heir to the throne. in order to save his people, the prince seeks the aide of the legendary golden knight!",63,hs2657,1,season
s2658,tv show,gun x sword,nan,nan,japan,2017-09-05,2005,tv-ma,1 season,"action, adventure, anime","a claw-fisted maniac is terrorizing the world, and only van, a loner in a jet-black tuxedo, can bring the scoundrel to justice. armed with a shape-shifting sword and a mechanized suit of armor, van hunts the villain who murdered his one true love.",92,hs2658,1,season
s2659,tv show,gungrave,nan,nan,japan,2017-09-05,2003,tv-ma,1 season,"action, adventure, anime","brandon heat returns from the grave to defeat millennion, a mafia organization with hordes of undead enforcers. packing his handguns and a coffin full of heavy weapons, heat won't stop until millennion's leader - his former best friend - is destroyed.",76,hs2659,1,season
s2660,tv show,haganai,nan,nan,japan,2017-09-05,2011,tv-ma,2 season,"anime, comedy, drama","kodaka hasegawa has a hard time making friends at st. chronica's academy until he meets fellow loner yozora. together, they form a club that, little by little, attracts the school's misfits. but how long can a band of outsiders manage to get along?",87,hs2660,2,season
s2661,tv show,hellsing,nan,nan,japan,2017-09-05,2001,tv-ma,1 season,"action, adventure, anime","the vampire alucard and his servant seras victoria protect the british empire from ghouls and satanic freaks. together, they haunt the shadows as a sinister force of good - and tonight the streets of england shall flow with the blood of their evil prey.",46,hs2661,1,season
s2662,tv show,hellsing ultimate,nan,nan,japan,2017-09-05,2006,tv-ma,1 season,"action, adventure, anime","the vampire alucard defends the british empire against undead freaks. when he offers policewoman seras victoria a second chance after she's cut down in the line of duty, she's reborn as the monster's blood-sucking servant.",64,hs2662,1,season
s2663,tv show,hetalia: axis powers,nan,nan,japan,2017-09-05,2009,tv-ma,2 season,"anime, comedy, international","forget what you learned in history class, and imagine all the nations of the world as guys on an inappropriate reality show. pledge allegiance to your favorite superpower in hetalia axis powers!",89,hs2663,2,season
s2664,tv show,is this a zombie?,nan,nan,japan,2017-09-05,2011,tv-ma,2 season,"anime, comedy, horror","ayumu was murdered by a serial killer and resurrected as a zombie by a cute little necromancer. then he got mixed up with a magical girl and a vampire ninja! with a harem like this, ayumu could end up even deader before figuring out who killed him!",6,hs2664,2,season
s2665,tv show,jormungand,nan,nan,japan,2017-09-05,2012,tv-ma,2 season,"action, adventure, anime","child soldier jonah is the newest mercenary hired by koko, an international arms dealer. the kid despises those in koko's line of work, but following her into the darkest corners of the black market might be his only shot at avenging his family's death.",80,hs2665,2,season
