show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,id,duration_int,duration_type
s1,movie,ricky velez: here's everything,nan,nan,nan,2021-10-24,2021,tv-ma,nan,"comedy, stand up",​comedian ricky velez bares it all with his honest lens and down to earth perspective in his first-ever hbo stand-up special.,48,hs1,nan,nan
s2,movie,silent night,nan,nan,nan,2021-10-23,2020,nan,94 min,"crime, drama, thriller","mark, a low end south london hitman recently released from prison, tries to go straight for his daughter, but gets drawn back in by alan, his former cellmate, to do one final job.",8,hs2,94,min
s3,movie,the marksman,nan,nan,nan,2021-10-23,2021,pg-13,108 min,"action, thriller",a hardened arizona rancher tries to protect an 11-year-old migrant boy fleeing from a ruthless drug cartel.,8,hs3,108,min
s4,movie,gaia,nan,nan,nan,2021-10-22,2021,r,97 min,horror,a forest ranger and two survivalists with a cultish devotion to the forest face the threat of an unrelenting wilderness when a strange being attacks one night.,33,hs4,97,min
s5,movie,settlers,nan,nan,nan,2021-10-22,2021,nan,104 min,"science fiction, thriller",mankind's earliest settlers on the martian frontier do what they must to survive the cosmic elements and each other in this science-fiction thrill ride.,24,hs5,104,min
s6,tv show,the halloween candy magic pet,nan,nan,nan,2021-10-22,2021,nan,1 season,"family, kids","join mila and morphle on a mystery-filled halloween adventure! jam packed with morphs, costumes, twists turns and spooky morphing fun. this 22-minute halloween special will be a kooky, spooky ride! we meet new magic pet candyray who can turn anything or anyone into candy! we also meet felipe at the farm, who joins our heroes on their crazy adventure in his corn maze. there's a race against time to decorate the magic pet center in time for the halloweenist house contest, but with orphle and the bandits getting in their way...it won't be easy. perhaps candyray holds the key!",45,hs6,1,season
s7,movie,the evil next door,nan,nan,nan,2021-10-21,2020,nan,88 min,"horror, thriller","new to her role as a stepmom, a young woman moves into a duplex with her partner and his five-year-old son lucas. soon, strange noises start coming from the empty house adjoining theirs. also, who is lucas’s new friend?",37,hs7,88,min
s8,tv show,the next thing you eat,nan,nan,nan,2021-10-21,2021,nan,1 season,"cooking & food, documentaries, lifestyle & culture","with the unique insights and experience of ugly delicious creators morgan neville and david chang take a tangy look at food and our relationship to it past, present and future. why do we eat what we eat and are we missing something better? what will we be eating in the future and why?",76,hs8,1,season
s9,tv show,queens,nan,nan,nan,2021-10-20,2021,tv-14,1 season,"drama, music",four women in their 40s reunite for a chance to recapture their fame and regain the swagger they had as legends in the 1990s hip-hop world.,57,hs9,1,season
s10,tv show,the bachelorette,nan,nan,united states,2021-10-20,2003,tv-14,3 season,"reality, romance","abc's romance reality show lets one lucky lady narrow the field of bachelors, leaving only her dream man.",79,hs10,3,season
s11,tv show,the real queens of hip-hop: the women who changed the game,nan,nan,nan,2021-10-19,2021,nan,1 season,"music, news",the abc news special explores the inspiring rise of women in hip-hop and is narrated by cheryl “salt” james of salt-n-pepa.,28,hs11,1,season
s12,movie,dream horse,nan,nan,nan,2021-10-18,2020,pg,113 min,"comedy, drama",the film tells the inspiring true story of a small town bartender who decides to breed a racehorse. the community chips in their small earnings and the investment pays off as he becomes a beacon of hope in their struggling town.,34,hs12,113,min
s13,movie,out of the shadows: the man behind the steele dossier,nan,nan,nan,2021-10-18,2021,nan,nan,news,george stephanopoulos sits down with former mi6 spy christopher steele for a worldwide exclusive interview; marking his first interview since the publication of the series of intelligence reports now known as the steele dossier.,95,hs13,nan,nan
s14,tv show,wakefield,nan,nan,nan,2021-10-18,2021,nan,1 season,"drama, mystery","with a gift for soothing the afflicted and reaching the unreachable, brilliant psychiatric nurse nik katira is the most stable person at wakefield mental health unit in the picturesque blue mountains of australia. but as his own sanity suddenly starts to slip, he finds himself questioning the line between reality and madness.",40,hs14,1,season
s15,tv show,home sweet home,nan,nan,nan,2021-10-16,2021,tv-pg,1 season,reality,"real families of different backgrounds experience a new way of life when they trade homes, stepping out of their comfort zones to discover each other's similarities and celebrate their differences, created by executive producer ava duvernay.",100,hs15,1,season
s16,movie,showtime championship boxing: lopez vs. salido (r),nan,nan,nan,2021-10-16,2011,nan,nan,sports,juan manuel lopez vs. orlando salido for the wbo featherweight title.,100,hs16,nan,nan
s17,tv show,showtime championship boxing: wilder vs. molina,nan,nan,nan,2021-10-16,2015,tv-14,1 season,sports,champion deontay wilder vs. eric molina. live from the bartow arena.,25,hs17,1,season
s18,tv show,america's book of secrets,nan,nan,united states,2021-10-15,2012,tv-14,1 season,"documentaries, history","america's story can be told in many ways. while much of the history of our country is well documented and widely available, there is another deeper history one that has been shrouded in secrecy and hidden from public view; these are the stories we will reveal.",32,hs18,1,season
s19,tv show,beyond oak island,nan,nan,nan,2021-10-15,2020,tv-pg,1 season,"history, reality","from pirates such as blackbeard and outlaws like jesse james, to aztec gold, priceless historical artifacts from american history and sunken treasure ships, “beyond oak island” digs deep into the many treasure quests across the globe.",44,hs19,1,season
s20,tv show,beyond scared straight,nan,nan,united states,2021-10-15,2011,tv-14,6 season,"documentaries, reality, teen","beyond scared straight profiles the new approach to keeping today's teens from becoming tomorrow's prisoners. the power of the original scared straight! program has inspired dozens of inmate-run intervention programs in men's and women's prisons across the country. these youthful offender programs put boys and girls of all ethnicities and backgrounds, ranging in age from 11-18, into intensive one-day in-prison sessions that show them the realities of life behind bars.",58,hs20,6,season
s21,movie,cheer camp killer,nan,nan,nan,2021-10-15,2020,tv-14,87 min,thriller,"camp queen bee victoria does not take kindly to a newcomer like sophia taking her spotlight, so she launches a dangerous plan to get her rival out of the way.",39,hs21,87,min
s22,tv show,hoarders,nan,nan,united states,2021-10-15,2009,tv-pg,7 season,"health & wellness, lifestyle & culture, reality",each 60-minute episode of hoarders is a fascinating look inside the lives of two different people whose inability to part with their belongings is so out of control that they are on the verge of a personal crisis.,94,hs22,7,season
s23,tv show,little women: atlanta,nan,nan,united states,2021-10-15,2016,tv-14,2 season,"black stories, reality","in little women: atlanta, the little ladies turn it up wherever they go out, especially with club promoter emily leading the charge. there is no shortage of drama within this circle of friends as they face the daily challenges that come with being a little person.",14,hs23,2,season
s24,tv show,marrying millions,nan,nan,nan,2021-10-15,2019,tv-14,2 season,"documentaries, reality, romance","marrying millions follows six couples who are deeply in love and hoping to marry, but come from completely different worlds. regular people are whisked off their feet and plunged into a high-end life of riches",86,hs24,2,season
s25,tv show,nightwatch,nan,nan,united states,2021-10-15,2015,tv-14,4 season,"documentaries, drama, mystery","""nightwatch"" follows the dangerous stretch of time (between 9pm until 3am) when emergency responders deal with the busiest shift of the day and the most unnerving cases.",75,hs25,4,season
s26,tv show,seven year switch,nan,nan,nan,2021-10-15,2017,tv-14,1 season,reality,"in seven year switch, four couples at a crossroads in their relationship get a chance to live with a stranger for two weeks in an experimental marriage.",76,hs26,1,season
s27,movie,sleepwalker,nan,nan,nan,2021-10-15,2017,tv-14,88 min,thriller,a graduate student plagued by bouts of sleepwalking begins to have trouble differentiating between her dreams and reality.,43,hs27,88,min
s28,tv show,swamp people,nan,nan,united states,2021-10-15,2010,tv-pg,3 season,"documentaries, reality","deep in the heart of louisiana lies america's largest swamp – a million miles of inhospitable bayous, marshes and wetlands where nature rules and humans struggle to tame it.",93,hs28,3,season
s29,tv show,unsolved,nan,nan,nan,2021-10-15,2019,nan,2 season,"documentaries, news","more than 750 people are missing from houston and the surrounding towns of the major texas city. among the missing are mothers written off by police as runaways. they are hardworking couples who have been targeted. and they are upstanding members of their community who simply slowed down to give someone a ride. some have been found, their bodies dumped in the infamous texas killing fields. others have vanished and their cases gone cold. a year turns into five years, turns into a decade and it gets harder and harder for investigators to generate new leads. but, detectives quietly keep working. they work for the women whose stories are forgotten. they work for the families ripped apart by seemingly random attacks. dna is tested as evidence, sketches are drawn of the missing, surveillance video of a suspect is circulated among media in hopes of closing a case. but when the missing go unreported, victims faces have long since faded from the headlines and even the best video can't identify a murderer, do their cases go unsolved forever?",86,hs29,2,season
s30,tv show,acapulco shore,nan,nan,nan,2021-10-14,2014,tv-14,3 season,"latino, reality","a group of young mexicans live together and share fun, drama and a lot of alcohol.",31,hs30,3,season
s31,tv show,catfish méxico,nan,nan,nan,2021-10-14,2018,nan,1 season,"latino, reality","porque sabemos que no es fácil encontrar el amor verdadero en este mundo digital, mtv catfish llega a méxico para salvarte de las mentiras. todos nos merecemos saber quién está detrás de ese perfil falso.",89,hs31,1,season
s32,movie,censor,nan,nan,nan,2021-10-14,2021,nan,84 min,horror,a film censor is assigned to review a disturbing film that recalls her childhood memories. she begins to unravel how this eerie work might be tied to the long-ago disappearance of her sister.,76,hs32,84,min
s33,tv show,dani who?,nan,nan,nan,2021-10-14,2019,nan,1 season,"latino, mystery, science fiction",a girl disappears in the town of san gregorio and a group of teenagers decide to investigate what happened.,93,hs33,1,season
s34,tv show,la culpa es de cortés,nan,nan,nan,2021-10-14,2017,nan,4 season,"comedy, latino","cinco reconocidos comediantes mexicanos, de distintas regiones del país, se juntan para comentar de manera ácida y divertida las costumbres y tradiciones de méxico.",88,hs34,4,season
s35,movie,out of death,nan,nan,nan,2021-10-14,2021,not rated,95 min,thriller,"when shannon (jaime king) sets out on a hike to spread her deceased father’s ashes, she witnesses a corrupt sheriff’s deputy, billie (lala kent) brutally murder a drug dealer. having seen shannon witness the murder, billie and her cohorts set off to permanently silence shannon. on the run from the dirty cops, shannon stumbles into and recruits the help of a retired cop, jack harris (bruce willis).",67,hs35,95,min
s36,tv show,the real housewives of orange county,nan,nan,united states,2021-10-14,2006,tv-14,15 season,reality,"the o.c. ladies are back as the series goes behind the gates for a voyeuristic look at the scandalous truths, mending friendships, rocky marriages, sizzling romances, and ever-changing loyalties inside the wealthy southern california suburb.",55,hs36,15,season
s37,tv show,why not us,nan,nan,nan,2021-10-14,2021,nan,2 season,"documentaries, sports","all-access to the north carolina central university men's basketball program, which looks to become the first hbcu to reach the sweet 16.",97,hs37,2,season
s38,movie,bellator mma: kongo vs. johnson 2,nan,nan,nan,2021-10-13,2020,nan,nan,sports,cheick kongo vs. tim johnson battle in a historic classic from october 2020,93,hs38,nan,nan
s39,movie,chips,nan,nan,nan,2021-10-13,2017,r,101 min,"action, adventure, comedy",ponch and jon are together again in this hilarious update of the popular tv series that follows a mismatched pair of motorcycle cops.,97,hs39,101,min
s40,tv show,dopesick,nan,nan,nan,2021-10-13,2021,tv-ma,1 season,drama,"from executive producer danny strong and starring and executive produced by michael keaton, “dopesick” examines how one company triggered the worst drug epidemic in american history. the series takes viewers to the epicenter of america’s struggle with opioid addiction, from the boardrooms of big pharma, to a distressed virginia mining community, to the hallways of the dea. defying all the odds, heroes will emerge in an intense and thrilling ride to take down the craven corporate forces behind this national crisis and their allies. the limited series is inspired by the new york times bestselling book by beth macy.",12,hs40,1,season
s41,movie,in the crease,nan,nan,nan,2021-10-13,2020,nan,nan,sports,post-game analysis and highlight show airing each night throughout the nhl season from barry melrose and linda cohn.,35,hs41,nan,nan
s42,tv show,"champaign, ill",nan,nan,nan,2021-10-12,2018,nan,1 season,comedy,"after the death of their best friend, a wildly famous rap icon, alf and ronnie lose their lavish lifestyle and are forced to return home to champaign, illinois. in order to get back what the",92,hs42,1,season
s43,movie,the loneliest whale: the search for 52,nan,nan,nan,2021-10-12,2021,pg,97 min,documentaries,"a cinematic quest to find the “52 hertz whale.” as the film embarks on its engrossing journey, we uncover what this whale’s lonely plight teaches us not only about our relationship to the ocean, but to each other.",34,hs43,97,min
s44,movie,gunda,nan,nan,nan,2021-10-11,2020,g,93 min,documentaries,"experiential cinema in its purest form, gunda is a transcendent and masterfully intimate chronicle of a mother pig, a flock of chickens, and a herd of cows.",73,hs44,93,min
s45,tv show,buried,nan,nan,nan,2021-10-10,2021,tv-ma,1 season,"crime, documentaries","in january 1989, in a flash eileen franklin recalled being eight years old and witnessing the rape and murder of her best friend, susan nason. she also remembered the identity of the murderer ? it was eileen?s own father, george franklin. the ensuing trial was the first criminal case based on a repressed memory, and it raised questions and issues that continue to challenge the reliability of memory and of criminal testimony to this day. eileen franklin?s memories were terrifying beyond imagining... but were they true beyond a reasonable doubt?",17,hs45,1,season
s46,tv show,demon slayer kimetsu no yaiba,nan,nan,japan,2021-10-10,2019,tv-14,2 season,"action, adventure, anime","it is the taisho period in japan. tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. to make matters worse, his younger sister nezuko, the sole survivor, has been transformed into a demon herself. though devastated by this grim reality, tanjiro resolves to become a ""demon slayer"" so that he can turn his sister back into a human, and kill the demon that massacred his family. a sorrowful tale of siblings in which the fates of humans and demons intertwine... begins now!",15,hs46,2,season
s47,movie,g.i. joe: retaliation,nan,nan,nan,2021-10-10,2013,pg-13,105 min,"action, adventure",the greatest american heroes are back to face cobra in a new adventure.,59,hs47,105,min
s48,movie,rogue hostage,nan,nan,nan,2021-10-10,2021,nan,94 min,"action, thriller",child protective services officer and former marine kyle snowden must save an immigrant child from a dangerous criminal who has trapped them and other hostages inside a neighborhood store owned by kyle’s controversial stepfather congressman sam nelson.,48,hs48,94,min
s49,tv show,roots less traveled,nan,nan,nan,2021-10-10,2020,tv-g,1 season,reality,"pairs of family members, often from different generations, set out on adventures to solve mysteries from their family trees and grow closer as they gain wisdom not only about themselves, but also about how their past has helped shape their present.",53,hs49,1,season
s50,tv show,shark tank,nan,nan,united states,2021-10-09,2009,tv-pg,12 season,reality,"from executive producer mark burnett comes an inventive new reality series you can sink your teeth into. budding entrepreneurs with big ideas can still make their dreams come true and abc is about to give them the chance to make it happen. each week a group of self-made millionaires from all corners of the business world take their own hard earned money and offer everyday people their one true shot at making their dreams a reality. some will sink, some will swim and some will be eaten alive.",19,hs50,12,season
s51,movie,yashahime: princess half-demon,nan,nan,japan,2021-10-09,2020,2 seasons,nan,anime,"long-lost twins towa and setsuna reunite after ten years to discover that they are the half-demon daughters of the great demon sesshomaru. joined by moroha, the daughter of inuyasha, the three set out on a journey to regain their missing past.",74,hs51,nan,nan
s52,tv show,general hospital,nan,nan,united states,2021-10-08,1963,tv-14,1 season,drama,"the wealthy quartermaine family continues to be a looming presence in the town of port charles, with interests in much of the city's business. characters come and go, but viewers can always count on at least one quartermaine or spencer to create havoc.",28,hs52,1,season
s53,movie,jacinta,nan,nan,nan,2021-10-08,2021,tv-ma,105 min,documentaries,"an intimate portrait of mothers and daughters and the effects of trauma, jacinta follows a young woman in and out of prison as she attempts to break free from an inherited cycle of addiction, incarceration, and crime.",59,hs53,105,min
s54,tv show,abc news live prime with linsey davis,nan,nan,nan,2021-10-07,2021,nan,1 season,news,your primetime news source for context and analysis of the day’s top stories. in-depth reporting and storytelling from across the country and around the world – hosted by linsey davis.,96,hs54,1,season
s55,tv show,baker's dozen,nan,nan,nan,2021-10-07,2021,nan,1 season,"cooking & food, lifestyle & culture, reality","passionate amateur bakers will go head-to-head with seasoned professionals in each episode of “baker’s dozen”. join hosts tamera mowry-housley (emmy-award winning host of ""the real,"" fox’s “the masked singer” and hallmark’s “christmas comes twice”) and bill yosses (author and former white house pastry chef) for this fast-paced competition series that will determine the best baker of all! which of the 13 bakers has what it takes to create the next viral baking sensation, win the golden rolling pin and take home the cash prize?",8,hs55,1,season
s56,movie,fifa world cup 2022 qualifying,nan,nan,nan,2021-10-07,2019,nan,nan,sports,match coverage from the qualifiers for the fifa 2022 world cup.,19,hs56,nan,nan
s57,movie,bellator mma 257: nemkov vs. davis 2 (r),nan,nan,nan,2021-10-06,2021,nan,nan,sports,"bellator champ vadim nemkov, phil davis, corey anderson in action. replay",99,hs57,nan,nan
s58,movie,bellator mma: davis vs. nemkov,nan,nan,nan,2021-10-06,2018,nan,nan,sports,former bellator mma champion phil davis faces russia's vadim nemkov.,47,hs58,nan,nan
s59,tv show,castle,nan,nan,nan,2021-10-06,2009,tv-14,8 season,"comedy, crime, drama","rick castle, a famous crime novelist and rockstar of the literary world who finds inspiration for a new character from an unlikely source - the smart, beautiful, no-nonsense det. kate beckett - whether she likes it or not. his fame gives him an all-access pass to her cases and he's working her last nerve. but somehow, together, they're the perfect partners in crime.",67,hs59,8,season
s60,movie,the hills presents: speidi's wedding unveiled,nan,nan,nan,2021-10-05,2009,tv-pg,nan,"reality, teen","the new mr. and mrs. pratt present candid interviews with the cast of hills, exclusive footage you never saw on the show, a glimpse at the media frenzy surrounding the wedding of the year, and an interview with kristin cavallari",16,hs60,nan,nan
s61,tv show,america's funniest home videos,nan,nan,united states,2021-10-04,1981,tv-pg,2 season,"comedy, family","from practical jokes to home improvement plans gone awry, to animal mishaps and just flat out strange behavior, this hilarious show on abc pulls out all the stops to present everyday people caught on tape in their most embarrassing moments!",71,hs61,2,season
s62,movie,maggie's plan,nan,nan,nan,2021-10-04,2015,r,99 min,"comedy, drama, romance","a young woman (gerwig) set on having a child, catapults herself into a love triangle with an academic (hawke) & his eccentric wife (moore).",72,hs62,99,min
s63,tv show,the bradshaw bunch,nan,nan,nan,2021-10-04,2020,tv-pg,1 season,reality,"legendary quarterback and television-broadcast icon terry bradshaw gives us an intimate look at life in the off-season. as husband, father and “papi” to the bradshaw bunch, we see a side of terry bradshaw you’ve never seen before",31,hs63,1,season
s64,movie,the program,nan,nan,nan,2021-10-04,1993,r,112 min,"action, adventure, drama",an action-packed story about a group of top 10 college football athletes.,59,hs64,112,min
s65,movie,unfaithful,nan,nan,nan,2021-10-04,2002,r,124 min,"drama, romance, thriller",diane lane earned a 2002 best actress oscar(r) nomination for her role as a housewife who gets blown into a whirlwind affair.,28,hs65,124,min
s66,movie,finding your feet,nan,nan,united kingdom,2021-10-03,2017,pg-13,112 min,"comedy, drama, romance","on the eve of retirement, a middle-class snob discovers her husband has been having an affair, and is forced to live with her bohemian sister on an impoverished inner-city estate.",67,hs66,112,min
s67,movie,pacific airshow,nan,nan,nan,2021-10-03,2021,nan,nan,documentaries,"pacific airshow is not just an airshow. it’s a global spectacle-scale event that celebrates the love, patriotism and awe-inspiring feats of aviation with the enticing thrill of sports, entertainment, art and technology - backed by southern california’s most iconic beachfront destination. this year’s pacific airshow will be headlined by the u.s. navy blue angels celebrating their 75th anniversary tour and flying their new f/a-18 super hornets. the blue angels will be joined by the canadian forces snowbirds celebrating their 50th anniversary season, the u.s. air force f-35a lightning ii demo team led by major kristin “beo” wolfe, u.s. navy growler legacy flight demonstration team featuring two ea-18gs, a variant of the f/a-18 f super hornet, the u.s. marine corps mv-22 osprey demo team, the u.s. army golden knights parachute demonstration team, world-class civilian aerobatic performers and many more.",77,hs67,nan,nan
s68,tv show,saturday night live,nan,nan,united states,2021-10-03,1975,tv-14,23 season,"comedy, late night, sketch comedy",nbc in association with broadway video enterprises bring you the landmark sketch comedy series.,8,hs68,23,season
s69,movie,college swimming & diving,nan,nan,nan,2021-10-02,2005,nan,nan,sports,action from college swimming & diving events.,13,hs69,nan,nan
s70,movie,men's college hockey,nan,nan,nan,2021-10-02,2000,nan,nan,sports,action from ncaa men's college hockey.,81,hs70,nan,nan
s71,tv show,the most magical story on earth: 50 years of walt disney world,nan,nan,nan,2021-10-02,2021,tv-pg,1 season,news,"whoopi goldberg hosts a historical journey spanning half a century and beyond at walt disney world, featuring spectacular visuals, musical performances from christina aguilera and halle bailey, and interviews with iconic actors and athletes.",86,hs71,1,season
s72,movie,a.i.: artificial intelligence,nan,nan,nan,2021-10-01,2001,pg-13,145 min,"adventure, drama, science fiction","in a future world of scientific advances, humans share their lives with sophisticated companion robots. but when an advanced prototype robot child is programmed to show unconditional love, his human family isn't prepared for it.",81,hs72,145,min
s73,movie,air force one,nan,nan,nan,2021-10-01,1997,r,125 min,"action, adventure, horror",harrison ford and gary oldman star in wolfgang petersen's thriller about the hijacking of air force one with the first family on board.,12,hs73,125,min
s74,movie,ali,nan,nan,nan,2021-10-01,2001,r,157 min,"black stories, drama, history","a pivotal decade in the life of heavyweight boxing legend muhammad ali - his rise to the top of the sport, his refusal to go to vietnam, and his comeback fights with foreman and frazier.",20,hs74,157,min
s75,tv show,asylum,nan,nan,nan,2021-10-01,2021,nan,1 season,documentaries,"asylum is an intimate look at the dreams, prayers, and realities of two fathers seeking refuge in the u.s. – revealing that, after the harrowing roads that brought them to the country of their dreams, asylum is often elusive.",75,hs75,1,season
s76,tv show,big sky,nan,nan,united states,2021-10-01,2020,tv-14,2 season,"crime, drama","storyteller david e. kelly (""big little lies"") presents a series about private detectives cassie dewell and cody hoyt, who join forces with cody's estranged wife and ex-cop, jenny hoyt, to search for two sisters who have been kidnapped by a truck driver on a remote highway in montana. when they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the killer before another woman is taken. based on the series of books by c.j. box, the series stars katheryn winnick, kylie bunbury and ryan phillippe.",65,hs76,2,season
s77,tv show,bite size halloween,nan,nan,nan,2021-10-01,2020,nan,2 season,horror,a series of stand-alone horror shorts ranging from the terrifying to the ridiculous.,91,hs77,2,season
s78,movie,blippi's spooky spell halloween,nan,nan,nan,2021-10-01,2021,tv-y,41 min,kids,"get ready for a spooky halloween with blippi! learn all about fun halloween decorations, visit a candy store for the best sweet and spooky treats, learn how to make a jack-o-lantern, and so much more.",89,hs78,41,min
s79,movie,boxcar bertha,nan,nan,nan,2021-10-01,1972,r,89 min,"crime, drama","set in the depression era of the 1930s, a young woman and three men rob trains and plan a kidnapping. the men are caught and the young woman becomes a prostitute. based on ""sister of the road"" by boxcar bertha thomson.",59,hs79,89,min
s80,tv show,cake,nan,nan,united states,2021-10-01,2019,tv-ma,5 season,comedy,"""cake"" is a handcrafted assortment of bite-sized content served up to viewers as a tasty treat for the mind. featuring a diverse array of narratives from storytellers both new and established with eclectic points of view, the carefully curated half-hour showcase features both live-action and animated comedy programs of varied length that are equal parts thought-provoking, laugh-inducing, artistic, authentic and raw (not to mention, totally gif-able). there's something for everyone and plenty to go around.",11,hs80,5,season
s81,movie,cedar rapids,nan,nan,nan,2021-10-01,2011,r,87 min,comedy,"a weekend insurance convention proves to be a hotbed of sex, booze and buffoonery for a naive young man in this comedy.",4,hs81,87,min
s82,movie,chasing papi,nan,nan,nan,2021-10-01,2003,pg,80 min,"comedy, drama, romance",a latino casanova courts three hispanic women in three different cities...until they find out about one another in this comedy.,75,hs82,80,min
s83,movie,class,nan,nan,nan,2021-10-01,1983,r,99 min,"comedy, drama","complications arise when a lucky, lustful prep school teen gets a chance to lose his innocence to an older woman.",25,hs83,99,min
s84,movie,clifford,nan,nan,nan,2021-10-01,1994,pg,90 min,"comedy, family, kids",martin short is hilarious as a bratty 10-year-old kid who wreaks havoc while visiting his hapless uncle charles grodin in this comedy.,24,hs84,90,min
s85,movie,clockstoppers,nan,nan,nan,2021-10-01,2002,pg,94 min,"action, adventure, comedy",high-school teen jesse bradford tries out his scientist dad's new invention: a watch that can freeze time.,91,hs85,94,min
s86,movie,code 46,nan,nan,nan,2021-10-01,2004,r,93 min,"drama, romance, science fiction",tim robbins is an investigator in a dystopian future whose attraction to a mysterious woman lands him on the wrong side of the law.,87,hs86,93,min
s87,movie,crimson tide,nan,nan,nan,2021-10-01,1995,r,116 min,"drama, horror, thriller",gene hackman and denzel washington star as a submarine commander and his top lieutenant who wind up in a standoff during a nuclear crisis.,67,hs87,116,min
s88,movie,date night extended version,nan,nan,nan,2021-10-01,2010,pg-13,102 min,"action, adventure, comedy",steve carell and tina fey are a couple whose wild night out injects some much-needed spark – and some serious danger – into their marriage.,33,hs88,102,min
s89,movie,dead of winter,nan,nan,nan,2021-10-01,1987,r,101 min,"horror, thriller",an out-of-work actress is lured to an isolated house for an audition that takes a horrifying twist in this horror thriller.,25,hs89,101,min
s90,movie,diary of a wimpy kid: rodrick rules,nan,nan,nan,2021-10-01,2011,pg,100 min,"comedy, family, kids",young underdog greg heffley is back for torment at the hands of his brother rodrick and more in this second hilarious flick in the series.,10,hs90,100,min
s91,movie,"double, double, toil and trouble",nan,nan,nan,2021-10-01,1993,nan,97 min,"adventure, family, kids","determined twins (mary-kate olsen, ashley olsen) try to trick an evil aunt (cloris leachman) out of a magic moonstone and save their family home.",52,hs91,97,min
s92,movie,dr. no,nan,nan,united kingdom,2021-10-01,1962,pg,110 min,"action, adventure","on a mission in jamaica, ultra-suave agent 007 finds mad scientist dr. no concocting a plot to derail the u.s. space program and take over the world.",28,hs92,110,min
s93,movie,edge of the world,nan,nan,nan,2021-10-01,2021,nan,104 min,"adventure, drama, history","the true story of british adventurer sir james brooke, who fought pirates, slavers and headhunters to rule a jungle kingdom larger than england in 1840's borneo.",92,hs93,104,min
s94,movie,escape from alcatraz,nan,nan,united states,2021-10-01,1979,pg,112 min,"action, crime, drama",based on true events! a hardened convict engineers an elaborate plan to escape infamous alcatraz prison - a feat nobody had successfully accomplished before. directed by don siegel (dirty harry).,31,hs94,112,min
s95,movie,exorcist: the beginning,nan,nan,nan,2021-10-01,2004,r,113 min,horror,prequel. exorcist: the beginning traces the story of father merrin back to his first encounter with the devil during his missionary work in africa.,85,hs95,113,min
s96,movie,flatliners,nan,nan,nan,2021-10-01,1990,r,114 min,"drama, horror, science fiction","julia roberts, kiefer sutherland and kevin bacon star in this ""edge of your seat"" thriller as medical students who push themselves to the boundaries of life itself and touch the face of death. this offbeat drama is directed by joel schumacher.",95,hs96,114,min
s97,movie,from russia with love,nan,nan,united kingdom,2021-10-01,1964,pg,115 min,"action, adventure, classics",bond is back and he's paying the price for his previous adventure when spectre lured him into a deadly trap to avenge the death of dr. no. will bond's mission to find a russian coding machine be his last?,78,hs97,115,min
s98,movie,goldeneye,nan,nan,"united kingdom, united states",2021-10-01,1995,pg-13,130 min,"action, adventure, thriller","bond is thrown right into the action before the title song with an eye-opening cliff dive onto a plane. sporting his signature debonair attitude and pricey gadgets, bond investigates the destruction of a russian satellite base.",5,hs98,130,min
s99,movie,goldfinger,nan,nan,united kingdom,2021-10-01,1965,pg,110 min,"action, adventure, classics","007 is pitted against auric goldfinger, who plots to render the gold supply at fort knox worthless with radioactivity, thereby increasing tenfold the value of his own gold supply to make him the richest, most powerful man on earth.",92,hs99,110,min
s100,movie,happy feet,nan,nan,nan,2021-10-01,2006,tv-pg,101 min,"action, adventure, comedy",an emperor penguin expresses himself through tap-dancing.,41,hs100,101,min
s101,movie,happy feet two,nan,nan,nan,2021-10-01,2011,pg,100 min,"adventure, comedy, family",tap-dancing penguin mumble is now a daddy...and he's got an equally unique (and talented) son to help in this fun-filled family sequel.,61,hs101,100,min
s102,movie,house of games,nan,nan,nan,2021-10-01,1987,r,102 min,thriller,"an uptight female psychiatrist (and best-selling author) attempts to intercede with a con man on behalf of one of her patients, a compulsive gambler who owes him several thousand dollars.",20,hs102,102,min
s103,movie,intersection,nan,nan,nan,2021-10-01,1994,r,99 min,"drama, romance","in the wake of a terrible car wreck, award-winning architect vincent eastman sees his life in flashbacks, recalling his separation from his beautiful but aloof wife and his affair with a joyful and passionate journalist.",96,hs103,99,min
s104,movie,license to kill,nan,nan,"united kingdom, mexico, united states",2021-10-01,1989,pg-13,133 min,"action, adventure","this 16th james bond outing finds agent 007 defying his superiors and operating without his infamous “license to kill” when he takes revenge upon a colombian drug kingpin, after the guy maims bond’s best friend/former cia agent and kills his new bride.",10,hs104,133,min
s105,movie,light it up,nan,nan,nan,2021-10-01,1999,r,99 min,"black stories, drama, lgbtq+","the topical story of a group of high school students who form a protest when they become fed up with their school's poor conditions. after a shot is accidentally fired and a police officer is wounded, the resulting stand-off results in a media frenzy that pits the dirt-digging media against the well-intentioned students.",88,hs105,99,min
s106,movie,lost in space,nan,nan,united states,2021-10-01,1998,pg-13,130 min,"action, adventure, science fiction","a family of space colonists, their pilot and a diabolical stowaway scientist become hopelessly lost beyond the galaxy when their mission is sabotaged.",59,hs106,130,min
s107,movie,mad max,nan,nan,nan,2021-10-01,1979,r,93 min,"action, adventure, science fiction",a chilling drama that combines a futuristic plot with high speed car and motorcycle action. a strange apocalyptic death game between nomadic bikers and a handful of cops.,69,hs107,93,min
