show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,id,duration_int,duration_type
s1,movie,duck the halls: a mickey mouse christmas special,"alonso ramirez ramos, dave wasson","chris diamantopoulos, tony anselmo, tress macneille, bill farmer, russi taylor, corey burton",nan,2021-11-26,2016,tv-g,23 min,"animation, family",join mickey and the gang as they duck the halls!,100,ds1,23,min
s2,movie,ernest saves christmas,john cherry,"jim varney, noelle parker, douglas seale",nan,2021-11-26,1988,pg,91 min,comedy,santa claus passes his magic bag to a new st. nic.,17,ds2,91,min
s3,movie,ice age: a mammoth christmas,karen disher,"raymond albert romano, john leguizamo, denis leary, queen latifah",united states,2021-11-26,2011,tv-g,23 min,"animation, comedy, family",sid the sloth is on santa's naughty list.,92,ds3,23,min
s4,movie,the queen family singalong,hamish hamilton,"darren criss, adam lambert, derek hough, alexander jean, fall out boy, jimmie allen",nan,2021-11-26,2021,tv-pg,41 min,musical,"this is real life, not just fantasy!",35,ds4,41,min
s5,tv show,the beatles: get back,nan,"john lennon, paul mccartney, george harrison, ringo starr",nan,2021-11-25,2021,nan,1 season,"docuseries, historical, music",a three-part documentary from peter jackson capturing a moment in music history with the beatles.,11,ds5,1,season
s6,movie,becoming cousteau,liz garbus,"jacques yves cousteau, vincent cassel",united states,2021-11-24,2021,pg-13,94 min,"biographical, documentary",an inside look at the legendary life of adventurer jacques-yves cousteau.,18,ds6,94,min
s7,tv show,hawkeye,nan,"jeremy renner, hailee steinfeld, vera farmiga, fra fee, tony dalton, zahn mcclarnon",nan,2021-11-24,2021,tv-14,1 season,"action-adventure, superhero",clint barton/hawkeye must team up with skilled archer kate bishop to unravel a criminal conspiracy.,98,ds7,1,season
s8,tv show,port protection alaska,nan,"gary muehlberger, mary miller, curly leach, sam carlson, stuart andrews, david squibb",united states,2021-11-24,2015,tv-14,2 season,"docuseries, reality, survival",residents of port protection must combat volatile conditions to survive and thrive in alaska.,60,ds8,2,season
s9,tv show,secrets of the zoo: tampa,nan,"dr. ray ball, dr. lauren smith, chris massaro, tiffany burns, mike burns, melinda mendolusky",united states,2021-11-24,2019,tv-pg,2 season,"animals & nature, docuseries, family",a day in the life at zootampa is anything but ordinary. it's extraordinary!,53,ds9,2,season
s10,movie,a muppets christmas: letters to santa,kirk r. thatcher,"steve whitmire, dave goelz, bill barretta, eric jacobson",united states,2021-11-19,2008,g,45 min,"comedy, family, musical",celebrate the holiday season with all your favorite muppets.,7,ds10,45,min
s11,movie,adventure thru the walt disney archives,john gleim,"don hahn, kathryn beaumont, pete docter, kevin feige, mark hamill, bob iger",nan,2021-11-19,2020,tv-pg,59 min,documentary,explore the treasures and rich history of the walt disney archives.,17,ds11,59,min
s12,movie,puppy for hanukkah,nan,nan,nan,2021-11-19,2020,tv-g,4 min,"comedy, family, music","check out daveed digg's official music video ""puppy for hanukkah!""",85,ds12,4,min
s13,movie,the pixar story,leslie iwerks,"stacy keach, john lasseter, brad bird, john musker, ron clements, frank thomas",united states,2021-11-19,2007,g,91 min,"documentary, family",a groundbreaking company forever changes the face of filmmaking.,98,ds13,91,min
s14,tv show,"dr. oakley, yukon vet",nan,"dr. michelle oakley, zachary fine",united states,2021-11-17,2013,tv-pg,10 season,"action-adventure, animals & nature, docuseries","meet dr. michelle oakley, vet to pretty much everything that moves in the rugged yukon.",89,ds14,10,season
s15,movie,america the beautiful,nan,michael b. jordan,nan,2021-11-12,2021,tv-pg,2 min,animals & nature,"epic, grand portrait of the land across four regions on the most extreme continent. coming in 2022.",72,ds15,2,min
s16,movie,baymax!,nan,nan,nan,2021-11-12,2021,tv-g,1 min,animation,“baymax!” premieres on disney+ summer 2022.,49,ds16,1,min
s17,movie,ciao alberto,mckenna harris,"jack dylan grazer, marco barricelli",nan,2021-11-12,2021,tv-pg,8 min,"animation, comedy, family",fun-loving sea monster alberto whole-heartedly wants to prove himself to his stoic mentor massimo.,97,ds17,8,min
s18,tv show,disney fancy nancy,nan,"mia jenness, alyson hannigan, rob riggle, spencer moss, dana heath","united states, canada",2021-11-12,2018,tv-pg,3 season,"animation, kids",nancy makes every day extraordinary!,21,ds18,3,season
s19,tv show,disney intertwined,nan,"carolina domenech, josé jiménez zapiola, kevsho, elena roger, clara alonso, emilia mernes",nan,2021-11-12,2021,tv-pg,1 season,"comedy, coming of age, drama",allegra is ready to change the past in order to reach her dream.,46,ds19,1,season
s20,movie,enchanted,kevin lima,"amy adams, patrick dempsey, james marsden, timothy spall, idina menzel, susan sarandon",united states,2021-11-12,2007,pg,110 min,"comedy, family, fantasy",an animated princess winds up in the real world of modern-day manhattan.,23,ds20,110,min
s21,movie,feast,patrick osborne,"stephen apostolina, kirk baily, ben bledsoe, david cowgill, terri douglas, fuschia!",united states,2021-11-12,2014,g,8 min,"animation, comedy, drama",one man's love life seen through the eyes of his dog.,4,ds21,8,min
s22,movie,frozen fever,"chris buck, jennifer lee","kristen bell, idina menzel, jonathan groff, josh gad, santino fontana, chris williams",united states,2021-11-12,2015,g,11 min,"animation, family, fantasy",elsa wants to give anna the best birthday party ever.,8,ds22,11,min
s23,movie,get a horse!,lauren macmullan,"walt disney, marcellite garner, russi taylor, billy bletcher, will ryan, bob bergen",united states,2021-11-12,2013,g,7 min,"action-adventure, animation, comedy",mickey and friends hitch a ride on a musical hay wagon.,92,ds23,7,min
s24,movie,home sweet home alone,dan mazer,"ellie kemper, rob delaney, archie yates, aisling bea, kenan thompson, tim simons",united states,2021-11-12,2021,pg,95 min,"comedy, family","alone for the holidays, max mercer will do whatever it takes to protect his home from trespassers.",23,ds24,95,min
s25,movie,jungle cruise,jaume collet-serra,"dwayne johnson, emily blunt, edgar ramirez, jack whitehall, jesse plemons, paul giamatti",united states,2021-11-12,2021,pg-13,129 min,"action-adventure, comedy, family",dr. lily houghton & skipper frank wolff team up for a wild ride on the amazon.,57,ds25,129,min
s26,movie,limitless with chris hemsworth,nan,chris hemsworth,nan,2021-11-12,2021,tv-14,2 min,lifestyle,"""limitless with chris hemsworth"" is coming to disney+ in 2022.",16,ds26,2,min
s27,movie,marvel studios’ 2021 disney+ day special,nan,nan,nan,2021-11-12,2021,tv-pg,14 min,movies,"marvel studios’ disney+ day special explores the disney+ series of the mcu – past, present and future.",13,ds27,14,min
s28,movie,obi-wan kenobi,nan,nan,nan,2021-11-12,2021,tv-pg,1 min,"action-adventure, science fiction","a behind the scenes look of the ""obi-wan kenobi"" special event series. coming to disney+ in 2022.",43,ds28,1,min
s29,tv show,olaf presents,nan,josh gad,nan,2021-11-12,2021,tv-pg,1 season,"animation, family",olaf goes from snowman to showman for his unique retelling of five favorite disney animation tales.,2,ds29,1,season
s30,movie,paperman,john kahrs,"john kahrs, kari wahlgren",united states,2021-11-12,2012,g,7 min,"animation, comedy, family",a young man strives to find girl of his dreams.,74,ds30,7,min
s31,movie,pixar 2021 disney+ day special,nan,"pete docter, larry the cable guy, jack dylan grazer, domee shi, angus maclane",nan,2021-11-12,2021,g,5 min,movies,join pete docter for a tour around pixar and get a sneak peek at several upcoming disney+ releases.,6,ds31,5,min
s32,movie,shang-chi and the legend of the ten rings,destin daniel cretton,"simu liu, awkwafina, tony leung, michelle yeoh, meng'er zhang, ben kingsley","united states, australia",2021-11-12,2021,pg-13,134 min,"action-adventure, fantasy, superhero","shang-chi must confront his father, leader of the ten rings organization.",62,ds32,134,min
s33,movie,spin,manjari makijany,"avantika, michael bishop, anna cathcart, jahbril cook, kerri medders, aryan simhadri",nan,2021-11-12,2021,tv-g,94 min,"coming of age, music",rhea discovers her passion for creating dj mixes!,34,ds33,94,min
s34,movie,tangled ever after,"nathan greno, byron howard","mandy moore, zachary levi, alan dale, paul f. tompkins, kari wahlgren, mark allen stewart",united states,2021-11-12,2012,g,9 min,"animation, family",it's up to max and pascal to save the royal wedding.,31,ds34,9,min
s35,movie,the ballad of nessie,"stevie wermers-skelton, kevin deters",billy connolly,nan,2021-11-12,2011,g,8 min,"animation, family, fantasy",a colorful tale about the friendly loch ness monster.,37,ds35,8,min
s36,movie,the little matchgirl,roger allers,nan,united states,2021-11-12,2006,g,7 min,"animation, drama",a poor matchgirl sees happy images in the flames of her matches.,46,ds36,7,min
s37,movie,the making of happier than ever: a love letter to los angeles,david clair,"billie eilish, finneas, gustavo dudamel, patrick osborne, robert rodriguez",nan,2021-11-12,2021,tv-pg,30 min,"concert film, music","go behind the scenes of ""happier than ever: a love letter to los angeles.""",52,ds37,30,min
s38,movie,the proud family: louder and prouder,nan,"kyla pratt, tommy davidson, paula jai parker, jomarie payton, cedric the entertainer",nan,2021-11-12,2021,tv-g,1 min,"animation, comedy, coming of age","""the proud family: louder and prouder"" follows penny proud and her family. coming in february 2022.",81,ds38,1,min
s39,movie,the simpsons in plusaversary,david silverman,"dan castellaneta, nancy cartwright, yeardley smith, tress macneille, hank azaria",nan,2021-11-12,2021,tv-pg,6 min,"animation, comedy",celebrate disney+ day with the simpsons and their friends from across the service.,25,ds39,6,min
s40,movie,tick tock tale,dean wellins,nan,united states,2021-11-12,2010,g,6 min,"animation, crime, family",a tale of a quirky mantle clock.,67,ds40,6,min
s41,movie,under the helmet: the legacy of boba fett,nan,nan,nan,2021-11-12,2021,tv-pg,22 min,science fiction,"a special celebrating the origins and legacy of star wars’ legendary bounty hunter, boba fett.",56,ds41,22,min
s42,movie,willow,nan,nan,nan,2021-11-12,2021,tv-pg,3 min,"action-adventure, fantasy","meet the cast of the all-new disney+ fantasy-adventure series ""willow."" coming to disney+ in 2022.",91,ds42,3,min
s43,movie,alvin and the chipmunks: chipwrecked,mike mitchell,"jason lee, david cross, jenny slate, justin long, matthew gray gubler, jesse mccartney",united states,2021-11-05,2011,g,87 min,"comedy, family, music",the chipmunks and chipettes get stranded on a remote island – or so it would seem.,62,ds43,87,min
s44,movie,jingle all the way,brian levant,"arnold schwarzenegger, sinbad, phil hartman, rita wilson, robert conrad, martin mull",united states,2021-11-05,1996,pg,90 min,"comedy, family",a father's christmas eve turns into a madcap scramble to find a much sought-after toy for his son.,48,ds44,90,min
s45,movie,jingle all the way 2,alex zamm,"larry the cable guy, brian stepanek, santino marella, kennedi clements, kirsten robek, rachel hayward",united states,2021-11-05,2014,pg,91 min,"comedy, family",two dads compete to be the best father and make christmas amazing!,23,ds45,91,min
s46,movie,prep & landing: operation secret santa,"kevin deters, stevie wermers-skelton","betty white, dave foley, derek richardson, sarah chalke, w. morgan sheppard",nan,2021-11-05,2010,tv-g,8 min,"animation, family, fantasy",mrs. claus enlists two elves in a secret mission.,30,ds46,8,min
s47,movie,santa buddies: the legend of santa paws,robert vince,"christopher lloyd, danny woodburn, craig anton, michael teigen, ben giroux, paul rae","united states, canada",2021-11-05,2009,g,93 min,"comedy, fantasy, kids","the buddies remind santa paws' feisty son, puppy paws, about the true meaning of christmas.",83,ds47,93,min
s48,movie,snow buddies,robert vince,"dominic scott kay, john kapelos, lise simms, mike dopud, charles c. stevenson jr., dylan minnette",united states,2021-11-05,2008,g,91 min,"action-adventure, comedy, kids",disney’s favorite talking pups put one paw in front of the other in a thrilling alaskan adventure.,17,ds48,91,min
s49,movie,space buddies,robert vince,"f.t. anderson, diedrich bader, field cate, kendall cross, mike dopud, mark downey","united states, canada",2021-11-05,2009,g,87 min,"action-adventure, comedy, kids","disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",38,ds49,87,min
s50,movie,the search for santa paws,robert vince,"resse alexander, diedrich bader, sahar biniaz, jan boss, ameko eks mass carroll, melody choi",canada,2021-11-05,2010,g,101 min,"drama, family, fantasy",discover how the legendary friendship of santa claus and santa paws began.,73,ds50,101,min
s51,movie,x-men: first class,matthew vaughn,"james mcavoy, michael fassbender, rose byrne, jennifer lawrence, january jones, nicholas hoult","united states, united kingdom",2021-11-05,2011,pg-13,132 min,"action-adventure, science fiction, superhero","following the classic mythology, x-men: first class charts the epic beginning of the x-men saga.",61,ds51,132,min
s52,tv show,disney amphibia,nan,"justin felbinger, amanda leighton, bill farmer, brenda song","united states, south korea",2021-11-03,2018,tv-y7,3 season,"animation, comedy, family",anne boonchuy is transported to the world of amphibia.,72,ds52,3,season
s53,tv show,photo ark,nan,joel sartore,united states,2021-11-03,2017,tv-pg,1 season,"animals & nature, docuseries, family",national geographic photographer joel sartore photographs some of the rarest animals in the world.,3,ds53,1,season
s54,tv show,storm rising,nan,nan,nan,2021-11-03,2021,tv-14,1 season,"action-adventure, animals & nature, docuseries",storm chasers reed timmer and mike theiss track and study a new category of deadly storms.,57,ds54,1,season
s55,movie,bob ballard: an explorer's life,nan,nan,nan,2021-10-29,2021,tv-pg,44 min,"biographical, documentary","an intimate portrait of bob ballard, the legendary explorer who found the titanic.",64,ds55,44,min
s56,movie,"mcfarland, usa",niki caro,"kevin costner, maria bello, morgan saylor, martha higareda, michael aguero, sergio avelar",united states,2021-10-29,2015,pg,131 min,"drama, sports",a coach guides underdogs past tremendous obstacles to become champions.,95,ds56,131,min
s57,movie,rookie of the year,daniel stern,"thomas ian nicholas, gary busey, albert hall, amy morton, dan hedaya, eddie bracken",united states,2021-10-22,1993,pg,104 min,"comedy, family, sports","a 12-year-old boy can throw a 100 mph fastball, and the chicago cubs want him as their new pitcher!",48,ds57,104,min
s58,movie,thumbelina,"don bluth, gary goldman","gino conforti, barbara cook, jodi benson, will ryan, june foray, kenneth mars","ireland, united states, canada, united kingdom, denmark, spain, poland, hungary",2021-10-22,1994,g,87 min,"animation, family, fantasy",a digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,51,ds58,87,min
s59,tv show,pj masks,nan,"kyle breitkopf, jacob ursomarzo, addison holley","france, united kingdom",2021-10-20,2015,tv-y7,5 season,"action-adventure, animation, kids",look out night time baddies the pj masks are coming!,58,ds59,5,season
s60,tv show,the wild life of dr. ole,nan,nan,nan,2021-10-20,2021,tv-pg,1 season,"animals & nature, reality","doc ole practices his unique brand of animal care with wit, expertise and insight.",6,ds60,1,season
s61,movie,lost cities with albert lin: the great flood,jim greayer,dr. albert yu-min lin,nan,2021-10-15,2021,tv-pg,44 min,"documentary, historical",albert lin is on a global quest to find the origins of great flood stories.,42,ds61,44,min
s62,movie,megacity of the maya warriors,ben crichton,albert lin,nan,2021-10-15,2021,tv-pg,44 min,documentary,albert lin sets out to solve an ancient mystery and find a lost maya city.,72,ds62,44,min
s63,tv show,apollo: back to the moon,nan,"bill anders, jack clemons, fred haise, glynn lunney, jay barbree, brad vinikow",nan,2021-10-13,2019,tv-pg,1 season,"docuseries, historical","follow the apollo lunar landing program from the inside, as never shown before.",70,ds63,1,season
s64,tv show,just beyond,nan,"mckenna grace, lexi underwood, cedric joe, tim heidecker, riki lindhome, nasim pedrad",nan,2021-10-13,2021,tv-pg,1 season,"anthology, comedy, coming of age","inspired by the writings of r.l. stine, “just beyond” is a supernatural anthology series.",6,ds64,1,season
s65,tv show,secrets of the zoo: down under,nan,naomi watts,nan,2021-10-13,2020,tv-14,2 season,"animals & nature, docuseries, family",this series is a behind-the-scenes look at one of the world’s most famous zoos.,76,ds65,2,season
s66,tv show,secrets of the zoo: north carolina,nan,nan,nan,2021-10-13,2020,tv-14,1 season,reality,"the north carolina zoo has more than 1,000 animals that live in lush natural habitats.",60,ds66,1,season
s67,tv show,the wizard of paws,nan,nan,nan,2021-10-13,2021,tv-pg,1 season,"animals & nature, docuseries, medical",follow pet prosthetics pioneer derrick campana as he gives troubled animals a second chance.,54,ds67,1,season
s68,tv show,zombies: addison's moonstone mystery,nan,nan,nan,2021-10-13,2020,tv-g,1 season,"animation, coming of age, fantasy",things are smooth sailing at seabrook high until ...,67,ds68,1,season
s69,movie,just roll with it: you decide live!,nan,"tobie windham, suzi barrett, ramon reed, kaylin hayman, jc currais, raven-symoné",nan,2021-10-08,2019,g,52 min,comedy,the bennett-blatts set out to reverse an evil curse!,78,ds69,52,min
s70,movie,mickey's tale of two witches,jeff gordon,"bret iwan, kaitlyn robrock, bill farmer, daniel ross, tress macneille, jim cummings",nan,2021-10-08,2021,tv-y,47 min,"animation, family, fantasy",mickey tells a tale of two witches-in-training!,89,ds70,47,min
s71,movie,muppets haunted mansion,kirk thatcher,"dave goelz, bill barretta, will arnett, taraji p. henson, yvette nicole brown, darren criss",nan,2021-10-08,2021,tv-pg,53 min,"comedy, family, musical",gonzo is challenged to spend halloween night in the scariest place on earth – the haunted mansion.,62,ds71,53,min
s72,movie,the most magical story on earth: 50 years of walt disney world,dave hoffman,"whoopi goldberg, christina aguilera, halle bailey, orlando philharmonic orchestra, anthony anderson, tom brady",nan,2021-10-08,2021,tv-pg,85 min,"family, variety",celebrating 50 years of the walt disney world resort.,93,ds72,85,min
s73,movie,under wraps,alex zamm,"malachi barton, christian j. simon, sophia hammons, melanie brook, brent stait, jordana largy",nan,2021-10-08,2021,tv-g,92 min,"action-adventure, comedy, kids",three friends revive a mummy in a neighbor's basement.,29,ds73,92,min
s74,tv show,among the stars,nan,chris cassidy,nan,2021-10-06,2021,tv-pg,1 season,docuseries,nasa astronaut captain chris cassidy and the nasa team take on the challenges of space exploration.,39,ds74,1,season
s75,movie,black widow,cate shortland,"scarlett johansson, florence pugh, david harbour, o-t fagbenle, rachel weisz, ray winstone",united states,2021-10-06,2021,pg-13,135 min,"action-adventure, science fiction, spy/espionage",natasha confronts her history as a spy and the broken relationships left in her wake.,84,ds75,135,min
s76,tv show,drain the oceans,nan,russell boulter,"united kingdom, australia",2021-10-06,2017,tv-pg,4 season,"docuseries, historical",pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.,41,ds76,4,season
s77,tv show,drain the oceans: the mississippi river & arctic war,nan,kerry shale,nan,2021-10-06,2021,tv-14,1 season,"docuseries, historical",drain the oceans takes underwater archaeology into a whole new era.,87,ds77,1,season
s78,movie,fauci,"john hoffman, janet tobias","dr. anthony fauci, bono, george w. bush, peter staley",united states,2021-10-06,2021,pg-13,105 min,"biographical, documentary","""fauci"" reveals the extraordinary life and career of dr. anthony fauci.",11,ds78,105,min
s79,tv show,impact with gal gadot,nan,gal gadot,united states,2021-10-06,2021,tv-14,1 season,docuseries,national geographic presents impact with gal gadot honors impactful women.,13,ds79,1,season
s80,tv show,the ghost and molly mcgee,nan,"ashly burch, dana snyder",united states,2021-10-06,2021,tv-y7,1 season,"animation, buddy, coming of age",a grumpy ghost and cheerful tween are eternally bound.,20,ds80,1,season
s81,movie,alvin and the chipmunks,tim hill,"jason lee, david cross, cameron richardson, jane lynch, justin long, matthew gray gubler",united states,2021-10-01,2007,pg,91 min,"animation, comedy, family","pop-singer chipmunks alvin, simon and theodore turn a songwriter's life upside-down.",33,ds81,91,min
s82,movie,alvin and the chipmunks: the road chip,walt becker,"jason lee, tony hale, kimberly williams-paisley, josh green, bella thorne, uzo aduba",united states,2021-10-01,2015,pg,92 min,"comedy, family, music","your favorite fur balls, the chipmunks, hit the road for an all-new, music-filled adventure.",34,ds82,92,min
s83,movie,lego star wars terrifying tales,ken cunningham,"jake green, raphael alejandro, dana snyder, tony hale, christian slater, trevor devall",nan,2021-10-01,2021,tv-y7-fv,47 min,"action-adventure, animation, science fiction",poe and bb-8 are told terrifying tales as they search for help in darth vader’s creepy old castle.,43,ds83,47,min
s84,movie,maleficent,robert stromberg,"angelina jolie, sharlto copley, elle fanning, sam riley, imelda staunton, juno temple","united states, united kingdom",2021-10-01,2014,pg,99 min,"action-adventure, family, fantasy","driven by revenge, maleficent places a curse upon the king’s newborn infant, aurora.",33,ds84,99,min
s85,movie,the scariest story ever: a mickey mouse halloween spooktacular,"alonso ramirez ramos, eddie trigueros, dave wasson","chris diamantopoulos, tony anselmo, tress macneille, bill farmer, russi taylor",nan,2021-10-01,2017,tv-g,22 min,"animation, family, parody",mickey tells a scary story on halloween.,29,ds85,22,min
s86,tv show,disney vampirina,nan,"isabella crovetti, lauren graham, james van der beek, jordan davis, wanda sykes, mitchell whitfield","ireland, united states",2021-09-29,2017,tv-y7,3 season,"animation, fantasy, kids",vampirina is the new girl in town!,26,ds86,3,season
s87,tv show,disney's magic bake-off,nan,"issac ryan brown, dara reneé, graciela gomez",united states,2021-09-29,2021,tv-g,1 season,"family, game show / competition",kid bakers compete to be named disney baking champion.,11,ds87,1,season
s88,tv show,great barrier reef,nan,don halbert,nan,2021-09-29,2020,tv-pg,1 season,"animals & nature, docuseries",explore the complex great barrier reef along with the wildlife that inhabit it.,96,ds88,1,season
s89,tv show,ready for preschool,nan,nan,nan,2021-09-29,2019,tv-y,2 season,"kids, music",the love of learning begins with disney junior!,3,ds89,2,season
s90,tv show,rolie polie olie,nan,"cole caplan, kristen bone, robert smith, catherine disher, adrian truss, len carlson","canada, united states, france",2021-09-29,1998,tv-y,5 season,"animation, science fiction",rolie polie olie’s life and adventures center on his robo-family.,52,ds90,5,season
s91,tv show,star wars galaxy of sounds,nan,nan,nan,2021-09-29,2021,tv-pg,1 season,"animation, anthology, science fiction","""star wars galaxy of sounds"" immerses audiences in the nostalgic ambience of a galaxy far, far away.",70,ds91,1,season
s92,tv show,the hatcher family dairy,nan,nan,nan,2021-09-29,2021,tv-14,1 season,"animals & nature, docuseries, reality","the hatcher family enjoys a nonstop circus of animals, farming and family.",87,ds92,1,season
s93,tv show,the simpsons,nan,"dan castellaneta, julie kavner, nancy cartwright, yeardley smith, hank azaria, pamela hayden",united states,2021-09-29,1989,tv-pg,32 season,"animation, comedy","the world’s favorite nuclear family, in the award-winning, history-making series.",80,ds93,32,season
s94,movie,a spark story,"jason sterman, leanne dare","apthon corbin, louis gonzales",nan,2021-09-24,2021,tv-pg,88 min,documentary,two pixar filmmakers strive to bring their uniquely personal sparkshorts visions to the screen.,93,ds94,88,min
s95,movie,spooky buddies,robert vince,"tucker albrizzi, diedrich bader, ameko eks mass carroll, max charles, tim conway, jennifer elise cox","united states, canada",2021-09-24,2011,g,93 min,"comedy, fantasy, kids",the puppies go on a spooky adventure through a mysterious haunted mansion in this fur-raising flick.,75,ds95,93,min
s96,movie,the fault in our stars,josh boone,"shailene woodley, ansel elgort, laura dern, sam trammell, nat wolff, willem dafoe",united states,2021-09-24,2014,pg-13,127 min,"coming of age, drama, romance",hazel and gus share a love that sweeps them on an unforgettable journey.,95,ds96,127,min
s97,tv show,dog: impossible,nan,matt beisner,united states,2021-09-22,2019,tv-pg,2 season,"animals & nature, docuseries, family",matt beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.,65,ds97,2,season
s98,tv show,spidey and his amazing friends,nan,"benjamin valic, lily sanfelippo, jakari fraser, dee bradley baker, melanie minichino",united states,2021-09-22,2021,tv-y,1 season,"action-adventure, animation, kids",spidey teams up with pals to become the spidey team!,49,ds98,1,season
s99,tv show,star wars: visions,nan,nan,nan,2021-09-22,2021,tv-pg,1 season,"action-adventure, animation, anime",an animated anthology celebrating star wars through the lens of the world’s best anime creators.,84,ds99,1,season
s100,movie,confessions of a shopaholic,p.j. hogan,"isla fisher, hugh dancy, joan cusack, john goodman, john lithgow, kristin scott thomas",united states,2021-09-17,2009,pg,106 min,"comedy, romance, romantic comedy",becky writes a personal finance column en route to a high-fashion mag job.,54,ds100,106,min
s101,movie,descendants: royal wedding,salvador simó,"dove cameron, sofia carson, booboo stewart, mitchell hope, sarah jeffery, melanie paxson",nan,2021-09-17,2021,tv-g,22 min,"animation, fantasy, musical",mal and ben’s wedding is finally here!,74,ds101,22,min
s102,movie,disney's broadway hits at london's royal albert hall,jay hatcher,"john barrowman, ashley brown, merle dandridge, trevor dion nicholas, jade ewen, alton fitzgerald white",nan,2021-09-17,2016,tv-g,116 min,"concert film, music",experience the magic of disney on broadway in an unforgettable night of music.,77,ds102,116,min
s103,movie,flooded tombs of the nile,katie bauer murdock,devin e. haqq,nan,2021-09-17,2021,tv-pg,44 min,documentary,archaeologists dive into a pyramid flooded by the nile to search for a king’s burial.,19,ds103,44,min
s104,movie,jade eyed leopard,nan,jeremy irons,nan,2021-09-17,2020,tv-pg,44 min,"animals & nature, documentary","jade eyed leopard follows a leopard, toto, throughout the first three years of her life.",99,ds104,44,min
s105,movie,nona,louis gonzales,nan,nan,2021-09-17,2021,g,9 min,"animation, comedy, family",a grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.,98,ds105,9,min
s106,movie,smoky mountain park rangers,nan,peter jessop,nan,2021-09-17,2021,tv-pg,42 min,"animals & nature, documentary",park rangers protect the wildlife in great smoky mountain national park.,88,ds106,42,min
s107,tv show,life below zero,nan,"chip hailstone, agnes hailstone, sue aikens, andy bassich",united states,2021-09-15,2012,tv-14,16 season,"action-adventure, animals & nature, docuseries","experience life deep in alaska where the primal way lives on – brave the wild, fight the freeze.",83,ds107,16,season
s108,tv show,miraculous: tales of ladybug & cat noir,nan,"cristina vee, bryce papenbrook, keith silverstein, mela lee, max mittelman, carrie keranen","france, south korea, japan, united states",2021-09-15,2015,tv-y7,1 season,"action-adventure, animation, fantasy",superheroes ladybug and cat noir protect the city.,71,ds108,1,season
s109,tv show,unknown waters with jeremy wade,nan,jeremy wade,nan,2021-09-15,2021,tv-14,1 season,"animals & nature, docuseries","angler and adventurer, jeremy wade, explores the greatest river system in the world.",23,ds109,1,season
s110,movie,far away from raven’s home,nan,"raven-symoné, issac ryan brown, navia robinson, jason maybaum, sky katz, anneliese van der pol",nan,2021-09-10,2021,tv-g,11 min,comedy,our gang is off for an exotic vacation of a lifetime!,12,ds110,11,min
s111,movie,pirates of the caribbean: on stranger tides,rob marshall,"johnny depp, penélope cruz, ian mcshane, geoffrey rush, kevin r. mcnally, sam claflin","united states, united kingdom",2021-09-10,2011,pg-13,140 min,"action-adventure, fantasy",a woman from his past uses jack to help find the fabled fountain of youth.,66,ds111,140,min
s112,movie,twenty something,aphton corbin,"kaylin price, ariana brown, aliyah taylor, janelle lasalle, napoleon highbrou",united states,2021-09-10,2021,pg,11 min,"animation, family","adulting is hard. one day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",21,ds112,11,min
s113,tv show,"doogie kamealoha, m.d.",nan,"peyton elizabeth lee, emma meisel, matthew sato, wes tian, jeffrey bowyer-chapman, mapuana makia",united states,2021-09-08,2021,tv-pg,1 season,"comedy, coming of age, family",a 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,39,ds113,1,season
s114,tv show,"mira, royal detective",nan,"leela ladnier, utkarsh ambudkar, roshni edwards, kal penn, kamran lucas",united states,2021-09-08,2020,tv-y,2 season,"animation, fantasy, kids",mira is the new royal detective in the land of jalpur!,93,ds114,2,season
s115,tv show,pepper ann,nan,"kathleen wilhoite, clea lewis, danny cooksey, pamela segall, april winchell, don adams",united states,2021-09-08,1997,tv-y,3 season,"animation, comedy, coming of age",pepper ann pearson is a teenage girl on an eternal quest for coolness.,29,ds115,3,season
s116,tv show,the incredible dr. pol,nan,"rick robles, dr. pol",united states,2021-09-08,2011,tv-14,19 season,"animals & nature, docuseries, family",dr. pol and his team handle challenging veterinary cases and animal emergencies in central michigan.,51,ds116,19,season
s117,movie,happier than ever: a love letter to los angeles,"robert rodriguez, patrick osborne","billie eilish, finneas",united states,2021-09-03,2021,tv-14,66 min,"concert film, music","billie eilish makes her disney+ debut with ""happier than ever: a love letter to los angeles.""",46,ds117,66,min
s118,movie,x-men: dark phoenix,simon kinberg,"james mcavoy, michael fassbender, jennifer lawrence, nicholas hoult, sophie turner, tye sheridan","united states, canada",2021-09-03,2019,pg-13,115 min,"action-adventure, family, science fiction","when jean grey transforms into the dark phoenix, the x-men unite to face their greatest enemy yet.",56,ds118,115,min
s119,tv show,alaska animal rescue,nan,victoria vosburg,united states,2021-09-01,2019,tv-pg,2 season,"animals & nature, docuseries, family",conservation heroes rescue and rehabilitate the wild animals of america’s last frontier.,64,ds119,2,season
